Report Number,Local Case Number,Agency Name,ACRS Report Type,Crash Date/Time,Route Type,Road Name,Cross-Street Type,Cross-Street Name,Off-Road Description,Municipality,Related Non-Motorist,Collision Type,Weather,Surface Condition,Light,Traffic Control,Driver Substance Abuse,Non-Motorist Substance Abuse,Person ID,Driver At Fault,Injury Severity,Circumstance,Driver Distracted By,Drivers License State,Vehicle ID,Vehicle Damage Extent,Vehicle Body Type,Vehicle Movement,Latitude,Longitude,Location
MCP1342001H,170509242,Montgomery County Police,Injury Crash,05/22/2017 02:18:00 PM,Maryland (State),DARNESTOWN RD,County,ANCIENT OAK DR,,N/A,,SAME DIR REAR END,CLEAR,DRY,DAYLIGHT,NO CONTROLS,ALCOHOL PRESENT,,1C910D0C-5307-4A72-B8AE-88820E169972,Yes,NO APPARENT INJURY,N/A,UNKNOWN,XX,A91B5C53-5F7F-49CA-9EF4-1D6CD6CE680B,DISABLING,PASSENGER CAR,MOVING CONSTANT SPEED,39.11298667,-77.27114667,"(39.11298667, -77.27114667)"
MCP9113002S,170519704,Montgomery County Police,Property Damage Crash,07/18/2017 09:05:00 AM,County,ASPEN HILL RD,Maryland (State),CONNECTICUT AVE,,N/A,,SAME DIRECTION SIDESWIPE,CLEAR,DRY,DAYLIGHT,TRAFFIC SIGNAL,NONE DETECTED,,88648796-EEE3-47BB-907C-3A3A34115AC4,Unknown,NO APPARENT INJURY,N/A,NOT DISTRACTED,MD,D3A78D66-32B5-414A-9686-F3313D5708FF,SUPERFICIAL,VAN,STARTING FROM LANE,39.07974,-77.08101167,"(39.07974, -77.08101167)"
MCP1438001S,16011252,MONTGOMERY,Property Damage Crash,03/07/2016 08:50:00 AM,,,,,PARKING LOT OF SUMMIT HALL  ES.,,,SINGLE VEHICLE,CLEAR,,DAYLIGHT,NO CONTROLS,NONE DETECTED,,7E93A61A-B5B5-4E1C-969B-1EB51429C899,Yes,NO APPARENT INJURY,N/A,NOT DISTRACTED,MD,DE08053C-16D3-4A81-92D7-D2DD412E0DE6,SUPERFICIAL,SCHOOL BUS,STARTING FROM PARKED,39.12749333,-77.19570333,"(39.12749333, -77.19570333)"
MCP2982001Q,17011045,Montgomery County Police,Injury Crash,03/02/2017 07:59:00 AM,Maryland (State),16TH ST,Maryland (State),EAST WEST HWY,,N/A,,ANGLE MEETS RIGHT TURN,N/A,DRY,DAYLIGHT,TRAFFIC SIGNAL,NONE DETECTED,,9D81E8D2-D033-499D-AF23-648B010FD497,Yes,NO APPARENT INJURY,N/A,LOOKED BUT DID NOT SEE,MD,038A7179-9C60-45FF-93DC-13C35CDA3FBC,DISABLING,PASSENGER CAR,MOVING CONSTANT SPEED,38.99436333,-77.03642167,"(38.99436333, -77.03642167)"
MCP9106000N,15052851,MONTGOMERY,Property Damage Crash,10/18/2015 08:44:00 AM,County,MILESTONE CENTER CT,Other Public Roadway,MILESTONE CENTER DR,,N/A,,SAME DIR REAR END,CLEAR,DRY,DAYLIGHT,N/A,NONE DETECTED,,5A530923-09D0-4980-B901-8A761EFE3393,Yes,NO APPARENT INJURY,N/A,NOT DISTRACTED,NJ,C0603BD4-C6F3-44A6-806E-9171143F737C,DISABLING,PASSENGER CAR,MOVING CONSTANT SPEED,39.20165167,-77.25959667,"(39.20165167, -77.25959667)"
DD5583002P,170519770,Rockville Police Departme,Injury Crash,07/18/2017 02:55:00 PM,Maryland (State),FREDERICK RD,County,E GUDE DR,,N/A,,SAME DIR REAR END,CLEAR,DRY,DAYLIGHT,TRAFFIC SIGNAL,NONE DETECTED,,74D5EB77-A919-47F7-960F-42C50D4B9F66,No,POSSIBLE INJURY,N/A,LOOKED BUT DID NOT SEE,MD,68089EC1-4F06-4421-9334-EF0BA7980FC6,FUNCTIONAL,PASSENGER CAR,SLOWING OR STOPPING,39.10606117,-77.1580725,"(39.10606117, -77.1580725)"
MCP27180025,16040895,Montgomery County Police,Property Damage Crash,08/12/2016 11:39:00 AM,Maryland (State),ROCKVILLE PIKE,Municipality,HALPINE RD,,ROCKVILLE,,ANGLE MEETS RIGHT TURN,CLEAR,DRY,DAYLIGHT,TRAFFIC SIGNAL,N/A,,AF50706A-57CC-4064-93AD-60F3F4032F9A,Yes,NO APPARENT INJURY,N/A,UNKNOWN,MD,9B3AC3EC-E955-47F6-9502-BE11896054D4,FUNCTIONAL,PASSENGER CAR,SLOWING OR STOPPING,39.06227333,-77.12407833,"(39.06227333, -77.12407833)"
MCP2931001F,16028871,Montgomery County Police,Property Damage Crash,06/08/2016 08:49:00 PM,,,,,ENTRANCE TO 1100 ROCKVILLE PIKE,,,ANGLE MEETS LEFT HEAD ON,BLOWING SNOW,,DUSK,NO CONTROLS,N/A,,18E17EA4-C25E-41A3-8FE4-588056B9ABEA,Yes,NO APPARENT INJURY,N/A,NOT DISTRACTED,MD,4D8B4598-58BB-4A27-BC9D-1DC62DFA0250,SUPERFICIAL,PASSENGER CAR,MAKING LEFT TURN,39.07217,-77.13271167,"(39.07217, -77.13271167)"
MCP15190009,15034934,MONTGOMERY,Property Damage Crash,07/16/2015 09:50:00 AM,County,MONTROSE RD,Municipality,TOWER OAKS BLVD,,ROCKVILLE,,HEAD ON LEFT TURN,CLEAR,DRY,DAYLIGHT,TRAFFIC SIGNAL,NONE DETECTED,,436E219D-722F-406A-A62E-846CFADB8724,Yes,NO APPARENT INJURY,N/A,NOT DISTRACTED,MD,4D712BDD-D2C8-4ED4-9347-817B820C41F7,FUNCTIONAL,(SPORT) UTILITY VEHICLE,MAKING LEFT TURN,39.05560092,-77.14938641,"(39.05560092, -77.14938641)"
MCP29160017,16001740,Montgomery County Police,Property Damage Crash,01/10/2016 10:35:00 AM,,,,,PARKING LOT OF 13833 OUTLET DR,,,SAME DIRECTION RIGHT TURN,CLEAR,,DAYLIGHT,NO CONTROLS,UNKNOWN,,2D43575C-0AEF-4B37-844A-511E8DB52034,Yes,NO APPARENT INJURY,"N/A, WET",UNKNOWN,MD,3DBDABBE-F854-4BFD-BF7E-90277199F2FB,UNKNOWN,PASSENGER CAR,MAKING RIGHT TURN,39.08263087,-76.94549561,"(39.08263087, -76.94549561)"
MCP1151003Y,16005975,Montgomery County Police,Injury Crash,02/05/2016 08:15:00 AM,County,WATERS LANDING DR,County,CLEAR MORNING CT,,N/A,,OPPOSITE DIRECTION SIDESWIPE,CLOUDY,WET,DAYLIGHT,NO CONTROLS,NONE DETECTED,,0C985478-B125-448B-9996-35FA51E08853,No,POSSIBLE INJURY,"N/A, WET",NOT DISTRACTED,MD,8179707E-5F62-4810-94E5-A9A977CEB5FC,DISABLING,PASSENGER CAR,STOPPED IN TRAFFIC LANE,39.19737833,-77.282425,"(39.19737833, -77.282425)"
MCP30120018,16047527,Montgomery County Police,Property Damage Crash,09/16/2016 09:23:00 AM,County,RANDOLPH RD,Maryland (State),NEW HAMPSHIRE AVE,,N/A,,SAME DIR REAR END,CLEAR,DRY,DAYLIGHT,NO CONTROLS,NONE DETECTED,,1996349A-C1B0-4B23-B2D4-BDCDB95F951E,Yes,NO APPARENT INJURY,N/A,LOOKED BUT DID NOT SEE,DC,A5DAD042-021E-474C-9599-A18CF03383E0,FUNCTIONAL,PASSENGER CAR,MOVING CONSTANT SPEED,39.07562667,-77.003875,"(39.07562667, -77.003875)"
MCP2678000X,15050062,MONTGOMERY,Injury Crash,10/03/2015 12:51:00 AM,Maryland (State),VEIRS MILL RD,County,ASPEN HILL RD,,N/A,,STRAIGHT MOVEMENT ANGLE,RAINING,WET,DARK LIGHTS ON,TRAFFIC SIGNAL,NONE DETECTED,,51AC958D-86C2-4C54-86CC-DDA3F1587275,Yes,NO APPARENT INJURY,"SLEET, HAIL, FREEZ. RAIN, WET",LOOKED BUT DID NOT SEE,MD,59D74F69-8974-497C-8D3B-BE4B9A8C324D,DISABLING,PASSENGER CAR,MAKING LEFT TURN,39.06901667,-77.10474667,"(39.06901667, -77.10474667)"
MCP26950014,17001770,Montgomery County Police,Property Damage Crash,01/11/2017 08:57:00 AM,County,MEADOWOOD DR,County,ELDRID DR,,N/A,,SAME DIR REAR END,N/A,WET,DAYLIGHT,N/A,N/A,,97A7ECE6-3993-4A12-A967-AECADCA6CE7B,Yes,NO APPARENT INJURY,N/A,NOT DISTRACTED,MD,A51D7990-24E3-4912-8198-D8FA52871223,SUPERFICIAL,"MEDIUM/HEAVY TRUCKS 3 AXLES (OVER 10,000LBS (4,536KG))",BACKING,39.04604833,-76.98500333,"(39.04604833, -76.98500333)"
MCP26230022,15038824,MONTGOMERY,Property Damage Crash,08/05/2015 08:31:00 AM,Maryland (State),COLESVILLE RD,Maryland (State),GEORGIA AVE,,N/A,,SAME DIRECTION SIDESWIPE,CLEAR,DRY,DAYLIGHT,OTHER,NONE DETECTED,,01EDBAF4-5685-4C5D-A8B9-2ADA25CB4D48,Yes,NO APPARENT INJURY,N/A,LOOKED BUT DID NOT SEE,MD,68A5470F-6AA0-4D04-9052-7760C087CF80,FUNCTIONAL,PASSENGER CAR,CHANGING LANES,38.99674167,-77.02782167,"(38.99674167, -77.02782167)"
MCP22370007,15058004,MONTGOMERY,Property Damage Crash,11/13/2015 05:36:00 PM,,,,,parking lot of 12601 dalewood dr,,,SAME DIRECTION SIDESWIPE,CLEAR,,DARK LIGHTS ON,NO CONTROLS,N/A,,0148FA16-EDA7-4D58-AA24-39C6987909DE,No,NO APPARENT INJURY,N/A,NOT DISTRACTED,MD,1C7611ED-7B31-4FD8-A578-8B00E6E4381A,UNKNOWN,SCHOOL BUS,PARKED,39.06197667,-77.06598667,"(39.06197667, -77.06598667)"
MCP27820010,15034546,MONTGOMERY,Property Damage Crash,07/14/2015 11:11:00 AM,Maryland (State),NORBECK RD,County,CARROLTON RD,,N/A,,SAME DIRECTION LEFT TURN,CLEAR,DRY,DAYLIGHT,NO CONTROLS,NONE DETECTED,,EA973D83-513F-4E76-9A43-857847DED848,No,NO APPARENT INJURY,N/A,NOT DISTRACTED,MD,C9A9B669-DCAB-4AD9-BA45-D1D6B2339A75,NO DAMAGE,"MEDIUM/HEAVY TRUCKS 3 AXLES (OVER 10,000LBS (4,536KG))",MOVING CONSTANT SPEED,39.10375833,-77.08831167,"(39.10375833, -77.08831167)"
DD5601002V,170507481,Rockville Police Departme,Property Damage Crash,05/12/2017 09:46:00 PM,County,MONTROSE RD,Municipality,FARM HAVEN DR,,ROCKVILLE,,SAME DIR REAR END,RAINING,WET,DARK LIGHTS ON,NO CONTROLS,UNKNOWN,,F69CA663-D7C1-4788-9817-DC54D6A67F2A,Yes,NO APPARENT INJURY,"N/A, WET",UNKNOWN,MD,36C6BB02-7D5B-4404-9210-5BE32E3B3B00,FUNCTIONAL,PASSENGER CAR,SLOWING OR STOPPING,39.054955,-77.14279667,"(39.054955, -77.14279667)"
MCP20080035,17003694,Montgomery County Police,Property Damage Crash,01/21/2017 07:40:00 PM,Maryland (State),ROCKVILLE PIKE,Unknown,ENT TO MID-PIKE PLAZA,,N/A,,SAME DIR REAR END,CLEAR,DRY,DARK LIGHTS ON,TRAFFIC SIGNAL,ALCOHOL CONTRIBUTED,,A8236B50-D4A0-4F59-8A96-14F8188F64CC,Yes,NO APPARENT INJURY,N/A,LOOKED BUT DID NOT SEE,MD,59DF1ED0-D594-4136-B43F-BAE99B35A056,DESTROYED,(SPORT) UTILITY VEHICLE,MOVING CONSTANT SPEED,39.05025833,-77.11494667,"(39.05025833, -77.11494667)"
MCP2549005T,170512053,Montgomery County Police,Injury Crash,06/06/2017 09:44:00 AM,Maryland (State),WISCONSIN AVE,County,CORDELL AVE,,N/A,,SAME DIR REAR END,CLEAR,DRY,DAYLIGHT,N/A,NONE DETECTED,,9F58548B-5DB2-406E-ADFE-2786253C7E4B,Yes,NO APPARENT INJURY,N/A,OTHER DISTRACTION,MD,45702204-2E01-4C31-92D2-EB34390AE890,SUPERFICIAL,STATION WAGON,MOVING CONSTANT SPEED,38.99074333,-77.09565,"(38.99074333, -77.09565)"
MCP2662000T,16005026,Montgomery County Police,Property Damage Crash,01/31/2016 02:17:00 AM,County,SHADY GROVE RD,County,MIDCOUNTY HWY,,N/A,,HEAD ON LEFT TURN,CLEAR,DRY,DARK LIGHTS ON,FLASHING TRAFFIC SIGNAL,NONE DETECTED,,2E2C288E-E63E-4AE0-8A0C-A2E2B1547212,No,NO APPARENT INJURY,N/A,NOT DISTRACTED,MD,DECFB85C-82B8-4F5D-8E2D-E7D276D1ACED,DISABLING,(SPORT) UTILITY VEHICLE,MOVING CONSTANT SPEED,39.14119167,-77.15195167,"(39.14119167, -77.15195167)"
MCP14380036,16049756,Montgomery County Police,Property Damage Crash,09/27/2016 06:42:00 PM,County,SHADY GROVE RD,County,EPSILON DR,,N/A,,SAME DIR REAR END,CLEAR,DRY,DAYLIGHT,N/A,NONE DETECTED,,7AC8A7CF-8410-4346-B5FB-4FFCFFAD6A2D,No,NO APPARENT INJURY,N/A,NOT DISTRACTED,DC,7B3A7A81-9317-4EC9-A28F-5DDD008E202F,SUPERFICIAL,PASSENGER CAR,SLOWING OR STOPPING,39.137475,-77.15411833,"(39.137475, -77.15411833)"
MCP2676001Q,15061648,MONTGOMERY,Injury Crash,12/02/2015 10:44:00 PM,County,MIDCOUNTY HWY,Maryland (State),WOODFIELD RD,,N/A,PEDESTRIAN,OTHER,N/A,DRY,DARK NO LIGHTS,NO CONTROLS,N/A,N/A,92B93E31-1A51-4731-94BB-3862283D900F,No,NO APPARENT INJURY,N/A,NOT DISTRACTED,MD,B9E09BD8-009E-418A-A3CC-5F3CBE2B600A,SUPERFICIAL,PICKUP TRUCK,MOVING CONSTANT SPEED,39.15505667,-77.18051076,"(39.15505667, -77.18051076)"
MCP27800031,170511190,Montgomery County Police,Property Damage Crash,06/01/2017 05:58:00 PM,Maryland (State),GERMANTOWN RD,County,AIRCRAFT DR,,N/A,,SAME DIR REAR END,CLOUDY,DRY,N/A,TRAFFIC SIGNAL,N/A,,D50414AB-2F15-4F0E-BD8E-A96B879E7441,Yes,NO APPARENT INJURY,N/A,LOOKED BUT DID NOT SEE,MD,3840B043-C6AC-467A-9A10-731E1BC68A1F,DISABLING,PASSENGER CAR,SLOWING OR STOPPING,39.18222833,-77.25999167,"(39.18222833, -77.25999167)"
MCP1151003D,15046834,MONTGOMERY,Property Damage Crash,09/16/2015 07:35:00 AM,Maryland (State),LAYTONSVILLE RD,County,GRIFFITH RD,,N/A,,SAME DIR REAR END,CLEAR,DRY,DAYLIGHT,NO CONTROLS,NONE DETECTED,,4F1915D5-C81D-4123-91B1-3D9690E8CB1D,Yes,NO APPARENT INJURY,"N/A, VISION OBSTRUCTION (INCL. BLINDED BY SUN)",NOT DISTRACTED,MD,5B088416-8F90-4380-8218-F392C7A4F496,SUPERFICIAL,POLICE VEHICLE/NON EMERGENCY,SLOWING OR STOPPING,39.218335,-77.14304167,"(39.218335, -77.14304167)"
MCP9390000V,170519112,Montgomery County Police,Property Damage Crash,07/14/2017 03:56:00 PM,County,INDUSTRIAL DR,County,GAITHER RD,,N/A,,SAME DIR REAR END,RAINING,WET,DAYLIGHT,N/A,N/A,,E5DAD0AE-B534-4B6E-8818-1EA8BBC29995,Yes,NO APPARENT INJURY,N/A,NOT DISTRACTED,MD,F0F7C8CA-2362-42B8-87C5-791F304E70CA,FUNCTIONAL,"CARGO VAN/LIGHT TRUCK 2 AXLES (OVER 10,000LBS (4,536 KG))",BACKING,39.11934834,-77.18937278,"(39.11934834, -77.18937278)"
MCP3002000Y,16045690,Montgomery County Police,Property Damage Crash,09/07/2016 12:03:00 AM,Maryland (State),OLD GEORGETOWN RD,Ramp,RAMP 1 FR MD 187 NB TO RAMP 8 (TO IS495),,N/A,,HEAD ON LEFT TURN,CLEAR,DRY,DARK LIGHTS ON,TRAFFIC SIGNAL,NONE DETECTED,,21EE9EFE-84DF-43C8-A403-8B86F8ACDEF9,Yes,NO APPARENT INJURY,N/A,NOT DISTRACTED,AZ,B13F679E-87A9-4902-8918-1AC885F26E65,DESTROYED,PASSENGER CAR,MAKING LEFT TURN,39.01646,-77.11975,"(39.01646, -77.11975)"
MCP2756000X,15046374,MONTGOMERY,Injury Crash,09/13/2015 07:19:00 PM,Maryland (State),UNIVERSITY BLVD W,County,INWOOD AVE,,N/A,PEDESTRIAN,SINGLE VEHICLE,CLEAR,DRY,DUSK,TRAFFIC SIGNAL,NONE DETECTED,NONE DETECTED,556C1D66-65F2-40E0-BF47-A18807827B89,Yes,NO APPARENT INJURY,N/A,LOOKED BUT DID NOT SEE,MD,15E4016C-B36B-4C45-B0FD-1650D7CC65A0,SUPERFICIAL,PASSENGER CAR,MAKING LEFT TURN,39.036108,-77.036404,"(39.036108, -77.036404)"
MCP2820001D,15035672,MONTGOMERY,Injury Crash,07/20/2015 09:07:00 AM,Maryland (State),NORBECK RD,County,WESTBURY RD,,N/A,,SAME DIR REAR END,CLEAR,DRY,DAYLIGHT,N/A,NONE DETECTED,,DA0B138D-9FD8-4713-91DB-883983E5A701,No,SUSPECTED MINOR INJURY,N/A,NOT DISTRACTED,MD,2C348868-3AD7-49A6-8A2F-B3A6AAC04DE4,DISABLING,PASSENGER CAR,SLOWING OR STOPPING,39.10026667,-77.096665,"(39.10026667, -77.096665)"
MCP2891001L,15057499,MONTGOMERY,Property Damage Crash,11/11/2015 08:23:00 AM,Maryland (State),FOREST GLEN RD,County,DARCY FOREST DR,,N/A,,STRAIGHT MOVEMENT ANGLE,CLEAR,DRY,DAYLIGHT,STOP SIGN,UNKNOWN,,18301342-DA58-4683-97AE-84C84D078734,Yes,NO APPARENT INJURY,N/A,UNKNOWN,MD,FA14756D-E3DD-41A6-AC0C-3199B9BF9084,FUNCTIONAL,PASSENGER CAR,MAKING LEFT TURN,39.016075,-77.04734667,"(39.016075, -77.04734667)"
MCP12100017,16042631,Montgomery County Police,Property Damage Crash,08/22/2016 03:58:00 PM,Maryland (State),MIDCOUNTY HWY,County,GOSHEN RD,,N/A,,SAME DIR REAR END,CLEAR,DRY,DAYLIGHT,TRAFFIC SIGNAL,NONE DETECTED,,E6F9BA72-49DD-4D37-880D-CC547930B700,No,NO APPARENT INJURY,N/A,NOT DISTRACTED,MD,A31F5F53-200B-40C4-A29C-19BEC298EBBA,SUPERFICIAL,PICKUP TRUCK,STOPPED IN TRAFFIC LANE,39.15790918,-77.19244123,"(39.15790918, -77.19244123)"
MCP2889001K,16021886,Montgomery County Police,Injury Crash,05/03/2016 06:11:00 PM,County,HANNES ST,County,CAVALIER DR,,N/A,,SAME DIR REAR END,N/A,WET,DAYLIGHT,N/A,UNKNOWN,,631F27BD-65DD-46C6-8BF7-6966B5D4CFB7,Yes,POSSIBLE INJURY,"N/A, WET",UNKNOWN,MD,F54E6D86-BE27-496D-A1FE-D9C7DB779EB6,FUNCTIONAL,PASSENGER CAR,MOVING CONSTANT SPEED,38.84586333,-76.47317333,"(38.84586333, -76.47317333)"
MCP2799002S,170505700,Montgomery County Police,Property Damage Crash,05/03/2017 04:09:00 PM,Maryland (State),OLNEY SANDY SPRING RD,County,MEETING HOUSE RD,,N/A,,SAME DIR REAR END,CLEAR,DRY,DAYLIGHT,N/A,NONE DETECTED,,9F8A5B4A-0770-45CC-8F5B-CBDA8346EA4C,Yes,NO APPARENT INJURY,N/A,LOOKED BUT DID NOT SEE,MD,19340200-8B93-43B8-A55C-56DBC22AF4D8,DISABLING,PASSENGER CAR,MOVING CONSTANT SPEED,39.14947833,-77.02574167,"(39.14947833, -77.02574167)"
MCP1334002R,15038838,MONTGOMERY,Property Damage Crash,08/05/2015 09:31:00 AM,Maryland (State),QUINCE ORCHARD RD,Unknown,ENT TO QUINCE ORCHARD PLAZA SHOPPING CTR,,N/A,,ANGLE MEETS RIGHT TURN,CLEAR,DRY,DAYLIGHT,NO CONTROLS,NONE DETECTED,,6B7BCE8A-ABC6-4A64-BCB2-34E7B1B9ABA3,No,NO APPARENT INJURY,N/A,NOT DISTRACTED,MD,2DC1F4B7-C0FE-4749-834F-25C3C7885D1A,FUNCTIONAL,"MEDIUM/HEAVY TRUCKS 3 AXLES (OVER 10,000LBS (4,536KG))",MOVING CONSTANT SPEED,39.14081212,-77.22162366,"(39.14081212, -77.22162366)"
MCP2677000B,15049460,MONTGOMERY,Property Damage Crash,09/29/2015 11:30:00 PM,Maryland (State),GERMANTOWN RD,County,RIFFLE FORD RD,,N/A,,SINGLE VEHICLE,RAINING,WET,DARK NO LIGHTS,N/A,N/A,,40E80370-FCAA-41BE-96C8-8CBCB1944E52,No,NO APPARENT INJURY,"DEBRIS OR OBSTRUCTION, SEVERE CROSSWINDS, WET",NOT DISTRACTED,MD,C8EDEFE0-EDE6-425F-8191-1647ECFAAB61,DISABLING,PASSENGER CAR,MOVING CONSTANT SPEED,39.15061167,-77.289185,"(39.15061167, -77.289185)"
MCP2559000G,15057438,MONTGOMERY,Injury Crash,11/10/2015 10:58:00 PM,County,MUDDY BRANCH RD,Unknown,KING JAMES WAY,,N/A,,STRAIGHT MOVEMENT ANGLE,RAINING,WET,DARK LIGHTS ON,STOP SIGN,NONE DETECTED,,6E78E8A2-91A2-4006-8AC2-3E5E90E36F0C,No,SUSPECTED MINOR INJURY,"RAIN, SNOW, WET",NOT DISTRACTED,MD,91B0F712-9172-4F15-9536-EFF00BAB9689,DISABLING,POLICE VEHICLE/NON EMERGENCY,MOVING CONSTANT SPEED,39.13660144,-77.20577046,"(39.13660144, -77.20577046)"
MCP2311002D,16034166,Montgomery County Police,Property Damage Crash,07/06/2016 10:48:00 AM,Interstate (State),EISENHOWER MEMORIAL HWY,Unknown,MILE MARKER 16.0,,N/A,,SAME DIRECTION SIDESWIPE,CLEAR,DRY,DAYLIGHT,NO CONTROLS,N/A,,CCF650DC-1B01-4C2E-81B3-D8AF97DFF23F,Yes,NO APPARENT INJURY,N/A,NOT DISTRACTED,PA,BC786F7B-8EE2-4557-8026-AC5D61DC26F9,NO DAMAGE,"MEDIUM/HEAVY TRUCKS 3 AXLES (OVER 10,000LBS (4,536KG))",MOVING CONSTANT SPEED,39.19924833,-77.26442167,"(39.19924833, -77.26442167)"
MCP2868002F,170513823,Montgomery County Police,Property Damage Crash,06/14/2017 03:00:00 PM,Maryland (State),NORBECK RD,County,BEL PRE RD,,N/A,,SAME DIR REAR END,CLEAR,DRY,DAYLIGHT,TRAFFIC SIGNAL,NONE DETECTED,,D5AB587E-A0A8-4F3D-AD5E-4811F876B450,Yes,NO APPARENT INJURY,N/A,NOT DISTRACTED,MD,E4FC0D76-9F36-4EBB-B157-4351533EADD6,NO DAMAGE,POLICE VEHICLE/NON EMERGENCY,SLOWING OR STOPPING,39.09933615,-77.09983125,"(39.09933615, -77.09983125)"
MCP2866001N,15046003,MONTGOMERY,Property Damage Crash,09/11/2015 05:42:00 PM,Maryland (State),CONNECTICUT AVE,Municipality,ROSEMARY ST #2,,CHEVY CHASE #4,,SAME DIRECTION SIDESWIPE,CLEAR,DRY,DAYLIGHT,TRAFFIC SIGNAL,NONE DETECTED,,62578B26-D959-48BC-A122-AF3CD2E37FBD,Yes,NO APPARENT INJURY,N/A,NOT DISTRACTED,US,A1B8C726-85D2-44F8-8B8C-FC5B2E94D9C1,FUNCTIONAL,PASSENGER CAR,PASSING,38.97890167,-77.07702833,"(38.97890167, -77.07702833)"
MCP27080022,170514571,Montgomery County Police,Property Damage Crash,06/19/2017 04:28:00 PM,Maryland (State),PINEY BRANCH RD,County,GREENWOOD AVE,,N/A,,SAME DIRECTION LEFT TURN,RAINING,WET,DAYLIGHT,NO CONTROLS,NONE DETECTED,,0A74ACD8-96C6-49F0-A202-320488C51238,No,NO APPARENT INJURY,"N/A, RAIN, SNOW",NOT DISTRACTED,DC,E5B9A248-7B2C-4E24-BE76-AE0E26FD37D6,SUPERFICIAL,PASSENGER CAR,MOVING CONSTANT SPEED,38.99834993,-77.0026052,"(38.99834993, -77.0026052)"
MCP26360007,15053260,MONTGOMERY,Property Damage Crash,10/20/2015 04:38:00 PM,US (State),COLESVILLE RD,County,FENTON ST,,N/A,,HEAD ON LEFT TURN,CLEAR,DRY,DAYLIGHT,TRAFFIC SIGNAL,NONE DETECTED,,91B6838B-1987-408F-B93E-EB570F2827A2,No,NO APPARENT INJURY,N/A,NOT DISTRACTED,MD,776C02A5-DE1A-48A2-B14B-300152F583D5,DISABLING,PASSENGER CAR,MOVING CONSTANT SPEED,38.99751667,-77.02690167,"(38.99751667, -77.02690167)"
MCP94180009,15001702,Montgomery County Police,Property Damage Crash,01/11/2015 01:15:00 PM,Maryland (State),GEORGIA AVE,County,FLORA LA,,N/A,,SAME DIR REAR END,CLEAR,DRY,DAYLIGHT,NO CONTROLS,NONE DETECTED,,E5716E42-7C85-4A6D-BAD9-827AAE3EC3A5,No,NO APPARENT INJURY,N/A,NOT DISTRACTED,MD,ADC4AA3F-8F09-4728-987F-425AFAD0FD65,FUNCTIONAL,PASSENGER CAR,STOPPED IN TRAFFIC LANE,39.011725,-77.04144333,"(39.011725, -77.04144333)"
MCP3051000H,170528943,Montgomery County Police,Property Damage Crash,09/06/2017 08:41:00 AM,Maryland (State),MASSACHUSETTS AVE,County,MOHICAN PL,,N/A,,STRAIGHT MOVEMENT ANGLE,CLOUDY,DRY,DAYLIGHT,STOP SIGN,NONE DETECTED,,B79CD8A0-4FD4-4FDE-8E9E-20ACBA3851E2,Yes,NO APPARENT INJURY,N/A,LOOKED BUT DID NOT SEE,MD,E51346EC-5A71-49DF-B949-C200B58085F8,DISABLING,PASSENGER CAR,MAKING LEFT TURN,38.96818833,-77.12809,"(38.96818833, -77.12809)"
EJ7862000G,17001869,Gaithersburg Police Depar,Injury Crash,01/11/2017 05:45:00 PM,County,FIELDS RD,County,OMEGA DR (BACK),,N/A,,OTHER,RAINING,WET,N/A,YIELD SIGN,N/A,,4D2DD0D2-CEB7-4507-B551-8A5434B794B9,Yes,POSSIBLE INJURY,"N/A, WET",UNKNOWN,MD,6BCFAF3B-CA48-46EF-AAF5-1FF260F1247A,FUNCTIONAL,PASSENGER CAR,ACCELERATING,39.110935,-77.19169,"(39.110935, -77.19169)"
MCP26110015,16015650,MONTGOMERY,Property Damage Crash,03/30/2016 11:04:00 PM,,,,,PARKING LOT OF 2200 BROADBIRCH RD,,,HEAD ON LEFT TURN,CLEAR,,DARK LIGHTS ON,NO CONTROLS,N/A,,046591CD-8D7C-4F03-A2F6-FA7CAF3CD335,No,NO APPARENT INJURY,N/A,NOT DISTRACTED,MD,3B3EF126-A3C4-4BF0-B734-FFA65A5CFC42,SUPERFICIAL,POLICE VEHICLE/NON EMERGENCY,SLOWING OR STOPPING,39.05605081,-76.96407795,"(39.05605081, -76.96407795)"
MCP2504001V,16056351,Montgomery County Police,Property Damage Crash,11/01/2016 07:15:00 PM,County,TUCKERMAN LA,Maryland (State),FALLS RD,,N/A,,SAME DIR REAR END,CLOUDY,DRY,DARK LIGHTS ON,TRAFFIC SIGNAL,NONE DETECTED,,42F245A0-E2DE-4967-BCD7-45D5A6C316C9,Yes,NO APPARENT INJURY,N/A,OTHER CELLULAR PHONE RELATED,MD,108EFF2B-A5C0-401F-B15C-8E287614AA37,DISABLING,(SPORT) UTILITY VEHICLE,MOVING CONSTANT SPEED,39.05025,-77.18755833,"(39.05025, -77.18755833)"
